MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,5,90.0,14684,1,1,0,3,0,1,0,20,2,2,0,2,7,7,1990,1991,3,1,6,6,1,234.0,1,4,1,1,2,2,0,485,1,177,1496,2158,1,2,1,4,2196,0,0,2196,0,0,2,0,3,1,1,7,0,1,5,1,1990.0,2,3,701,5,5,2,84,70,0,0,0,0,4,4,5,0,6,2009,0,4,271900
0,4,70.04995836802665,8900,1,1,3,3,0,4,0,20,2,2,0,2,4,4,1966,1966,1,1,6,6,3,0.0,2,4,1,2,2,4,5,1056,6,0,0,1056,1,4,1,4,1056,0,0,1056,1,0,1,0,2,1,2,5,0,0,3,5,1966.0,3,1,384,5,5,2,0,42,0,0,0,0,4,2,5,0,11,2006,0,4,107000
0,5,70.0,9135,1,1,3,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,14,14,1,120.0,1,4,2,1,2,0,2,340,6,0,1342,1682,1,0,1,4,1700,0,0,1700,1,0,2,0,3,1,1,7,0,0,3,1,2003.0,2,2,544,5,5,2,192,23,0,0,0,0,4,4,5,0,5,2006,0,4,200000
0,5,70.0,7763,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,3,0.0,2,2,1,2,2,4,5,504,1,108,319,931,1,4,1,4,1283,0,0,1283,1,0,1,0,3,1,2,6,0,0,3,5,1980.0,3,2,506,5,5,2,0,0,0,0,0,0,4,4,5,0,10,2008,0,4,140000
0,5,85.0,10182,1,1,0,3,0,1,0,21,8,2,0,2,8,5,2006,2006,3,1,14,14,4,420.0,1,4,2,0,2,2,2,1220,6,0,440,1660,1,0,1,4,1660,0,0,1660,1,0,2,0,3,1,1,8,0,1,2,1,2006.0,2,2,500,5,5,2,322,50,0,0,0,0,4,4,5,0,5,2006,3,5,290000
5,5,70.0,11218,1,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,15,15,3,0.0,1,4,2,1,2,4,6,0,6,0,1055,1055,1,0,1,4,1055,790,0,1845,0,0,2,1,3,1,1,8,0,1,5,1,1992.0,2,2,462,5,5,2,635,104,0,0,0,0,4,0,3,400,5,2010,0,4,189000
4,5,152.0,12134,1,1,0,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,15,15,3,0.0,1,4,5,1,2,0,2,427,6,0,132,559,1,2,1,4,1080,672,0,1752,0,0,2,0,4,1,2,8,0,0,3,2,1988.0,2,2,492,5,5,2,325,12,0,0,0,0,4,4,5,0,6,2010,0,4,164000
1,5,50.0,9340,1,1,3,3,0,4,0,7,2,2,0,2,4,6,1941,1950,3,1,8,8,3,0.0,2,4,1,2,2,4,5,344,6,0,328,672,1,4,1,4,672,0,0,672,1,0,1,0,2,1,2,4,0,0,3,1,1941.0,3,1,234,5,5,0,0,113,0,0,0,0,4,4,5,0,8,2009,0,4,113000
8,5,70.04995836802665,10246,1,1,0,3,0,1,0,19,2,2,0,7,4,9,1965,2001,1,1,14,14,3,0.0,2,2,1,2,1,0,2,648,6,0,0,648,1,0,1,4,960,0,0,960,1,1,0,0,0,1,2,3,0,0,3,1,1965.0,3,1,364,5,5,2,88,0,0,0,0,0,4,4,5,0,5,2006,0,4,145000
9,5,69.0,10205,1,1,0,3,0,4,0,12,2,2,0,6,5,5,1962,1962,1,1,8,8,3,0.0,2,4,1,2,2,0,1,784,6,0,141,925,1,4,1,4,999,0,0,999,1,0,1,0,3,1,2,6,0,0,3,1,1962.0,3,1,300,5,5,2,150,72,0,0,0,0,4,4,5,0,5,2006,0,4,134500
0,5,99.0,7094,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1966,1966,1,1,14,14,3,0.0,2,4,1,2,2,4,5,180,3,374,340,894,1,4,1,4,894,0,0,894,0,0,1,0,3,1,2,5,0,0,3,5,1966.0,2,1,384,5,5,2,0,0,0,0,0,0,4,2,5,0,5,2007,0,4,125000
10,7,68.0,8930,1,1,3,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,14,14,3,0.0,2,4,3,5,5,3,4,0,4,0,0,0,1,4,1,4,1318,584,0,1902,0,0,2,0,4,2,2,8,0,0,3,1,1978.0,3,2,539,5,5,2,0,0,0,0,0,0,4,4,5,0,4,2010,0,4,112000
0,2,72.0,8640,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,4,72.0,1,4,2,1,2,2,2,936,6,0,364,1300,1,0,1,4,1314,0,0,1314,1,0,2,0,3,1,1,6,0,0,3,1,2009.0,2,2,552,5,5,2,135,112,0,0,0,0,4,4,5,0,9,2009,3,5,229456
4,7,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,4,5,1947,1950,1,1,0,0,3,0.0,2,4,3,5,5,3,4,0,4,0,0,0,1,2,0,4,672,240,0,912,0,0,1,0,2,1,2,3,0,0,3,6,1978.0,1,0,0,3,3,0,0,0,0,0,0,0,4,4,5,0,7,2006,0,4,80500
13,7,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,1,236.0,2,4,1,2,2,4,6,0,6,0,672,672,1,4,1,4,672,546,0,1218,0,0,1,1,3,1,2,7,0,0,3,6,1978.0,1,0,0,3,3,0,201,0,0,0,0,0,4,4,5,0,4,2006,0,0,91500
0,5,66.0,7800,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1964,1964,1,1,15,15,3,0.0,2,4,1,2,2,4,5,312,3,600,0,912,1,4,1,4,912,0,0,912,0,0,1,0,2,1,2,5,0,0,3,1,1964.0,3,1,288,5,5,2,0,0,0,0,0,0,4,4,5,0,11,2006,0,0,115000
0,5,55.0,8250,1,1,3,3,0,4,0,19,1,2,0,2,5,5,1968,1968,3,1,6,6,3,0.0,2,4,1,2,2,4,1,250,3,492,210,952,1,0,1,4,1211,0,0,1211,0,0,1,0,3,1,2,5,0,1,5,1,1968.0,3,1,322,5,5,2,0,63,0,0,0,0,4,4,5,0,8,2008,0,4,134000
4,5,78.0,10496,1,1,3,3,0,4,0,12,0,2,0,0,6,6,1949,1950,1,1,15,15,1,320.0,2,4,1,2,2,2,5,196,6,0,844,1040,1,0,1,4,1168,678,0,1846,0,0,2,0,3,1,2,7,0,1,2,1,1949.0,3,1,315,5,5,2,0,0,0,0,0,0,4,1,5,0,1,2007,0,4,143000
0,5,89.0,10680,1,1,3,3,0,4,0,12,2,2,0,2,5,3,1951,1951,3,1,15,15,1,44.0,2,4,1,2,3,4,3,756,6,0,1380,2136,1,4,0,0,2136,0,0,2136,0,0,2,0,4,1,2,7,3,0,3,5,1951.0,3,2,528,5,5,2,0,30,0,0,0,0,4,2,5,0,10,2006,0,4,137900
5,5,60.0,15384,1,1,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,1,14,14,3,0.0,1,4,2,1,2,0,2,724,6,0,64,788,1,0,1,4,788,702,0,1490,1,0,2,1,3,1,1,8,0,1,2,1,2004.0,0,2,388,5,5,2,100,75,0,0,0,0,4,4,5,0,2,2008,0,4,184000
8,5,65.0,10482,1,1,3,3,0,4,0,12,2,2,0,7,6,8,1958,1958,3,1,14,14,1,63.0,2,2,1,2,2,0,2,507,6,0,81,588,1,0,1,4,1138,0,0,1138,0,1,1,0,3,1,2,6,0,0,3,1,1958.0,2,1,264,5,5,2,224,0,0,0,0,0,4,3,5,0,6,2007,0,4,145000
5,5,86.0,14598,1,1,0,3,0,1,0,21,1,2,0,5,6,5,2007,2007,1,1,14,14,4,74.0,1,4,2,1,2,2,6,0,6,0,894,894,1,0,1,4,894,1039,0,1933,0,0,2,1,4,1,1,9,0,1,2,3,2007.0,0,3,668,5,5,2,100,18,0,0,0,0,4,4,5,0,1,2008,0,4,214000
0,5,72.0,8872,1,1,3,3,0,0,0,12,2,2,0,2,5,8,1965,2008,1,1,14,14,1,300.0,2,4,1,2,2,4,0,595,6,0,317,912,1,0,1,4,912,0,0,912,1,0,1,0,2,1,1,5,0,0,3,5,1992.0,3,2,576,5,5,2,0,240,0,0,0,0,4,4,5,0,12,2008,0,4,147000
11,5,65.0,8769,1,1,3,3,0,0,0,16,2,2,4,2,9,5,2008,2008,3,1,8,8,1,766.0,0,4,2,0,2,4,2,1540,6,0,162,1702,1,0,1,4,1702,0,0,1702,1,0,1,1,1,1,0,7,0,1,2,1,2008.0,0,3,1052,5,5,2,0,72,0,0,224,0,4,4,5,0,10,2008,3,5,367294
8,5,70.0,7910,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1960,1960,3,1,3,6,3,0.0,2,4,1,2,2,4,0,666,6,0,409,1075,1,2,1,4,1507,0,0,1507,0,0,2,0,4,1,2,7,4,0,3,2,1960.0,3,1,404,5,5,2,0,0,0,0,0,0,4,1,5,0,8,2008,0,4,127000
10,5,70.04995836802665,18890,1,1,0,3,0,4,0,19,1,5,2,0,5,5,1977,1977,5,1,10,10,3,1.0,2,4,1,1,2,4,2,498,5,211,652,1361,1,0,1,4,1361,1259,0,2620,0,0,2,2,4,2,2,12,0,1,5,3,1977.0,2,2,600,5,5,0,155,24,145,0,0,0,4,4,1,8300,8,2007,0,4,190000
10,5,70.0,7728,1,1,3,3,0,4,0,12,2,2,2,7,5,6,1962,1962,3,1,15,15,1,120.0,2,4,1,2,2,0,0,803,6,0,303,1106,1,4,1,4,1190,0,0,1190,1,0,1,0,3,1,2,6,0,0,3,1,1962.0,3,2,540,5,5,2,0,18,0,0,0,0,4,1,5,0,5,2006,0,4,132500
10,5,70.0,9842,1,1,3,3,0,2,0,12,2,2,2,2,4,5,1962,1962,1,1,6,6,3,0.0,2,4,3,5,5,3,4,0,4,0,0,0,1,4,1,4,1224,0,0,1224,0,0,2,0,2,2,2,6,0,0,3,4,1962.0,3,2,462,5,5,2,0,0,0,0,0,0,4,4,5,0,3,2007,0,4,101800
0,5,70.04995836802665,12160,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,10,10,1,180.0,2,4,1,2,2,4,5,1000,6,0,188,1188,1,1,1,4,1188,0,0,1188,1,0,1,0,3,1,2,6,0,0,3,1,1959.0,2,2,531,5,5,2,0,0,0,0,0,0,4,2,5,0,5,2010,6,0,142000
6,4,55.0,8525,1,1,3,0,0,4,0,18,2,2,0,5,5,6,1911,1950,1,1,8,8,3,0.0,2,4,2,2,2,0,6,0,6,0,940,940,1,4,0,0,1024,940,0,1964,0,0,1,1,4,1,2,7,0,0,3,6,1978.0,1,0,0,3,3,0,0,192,0,0,0,0,4,4,5,0,11,2008,0,0,130000
6,5,96.0,13132,1,1,3,3,0,4,0,6,2,2,0,5,5,5,1914,1950,1,1,15,15,3,0.0,2,4,0,1,2,2,6,0,6,0,747,747,1,2,1,1,892,892,0,1784,0,0,1,1,4,1,2,9,0,0,3,5,1914.0,3,1,180,1,1,0,203,40,0,0,0,0,4,4,5,0,7,2006,0,4,138887
13,5,36.0,2628,1,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2003,1,1,14,16,4,106.0,1,4,2,1,2,4,6,0,6,0,764,764,1,0,1,4,764,862,0,1626,0,0,2,1,2,1,1,6,0,0,3,3,2003.0,2,2,474,5,5,2,0,27,0,0,0,0,4,4,5,0,6,2010,0,4,175500
5,5,41.0,12393,1,1,1,3,0,2,0,5,2,2,0,5,7,5,2004,2005,1,1,14,14,3,0.0,1,4,2,1,2,4,6,0,6,0,847,847,1,0,1,4,847,1101,0,1948,0,0,2,1,4,1,1,8,0,1,2,3,2004.0,0,2,434,5,5,2,100,48,0,0,0,0,4,4,5,0,9,2006,0,4,195000
0,5,63.0,13072,1,1,3,3,0,4,0,20,5,2,0,2,6,5,2005,2005,1,1,14,14,3,0.0,1,4,2,1,2,4,6,0,6,0,1141,1141,1,0,1,4,1141,0,0,1141,0,0,1,1,3,1,2,6,0,0,3,5,2005.0,3,2,484,5,5,2,0,0,0,0,0,0,4,4,5,0,3,2006,0,0,142500
0,5,64.0,9037,1,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2006,3,1,14,14,1,32.0,1,4,2,1,2,0,2,428,6,0,1048,1476,1,0,1,4,1484,0,0,1484,0,0,2,0,2,1,0,6,0,1,2,1,2006.0,2,2,472,5,5,2,120,33,0,0,0,0,4,4,5,0,12,2007,0,4,265900
5,5,65.0,8158,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,14,14,1,252.0,1,4,2,1,2,4,2,550,6,0,334,884,1,0,1,4,884,884,0,1768,1,0,2,1,3,1,1,8,0,0,3,1,2003.0,2,2,543,5,5,2,0,63,0,0,0,0,4,4,5,0,7,2008,0,4,224900
0,5,83.0,9849,1,1,3,3,0,4,0,21,2,2,0,2,7,6,2007,2007,3,1,14,14,4,0.0,1,4,2,1,2,0,6,0,6,0,1689,1689,1,0,1,4,1689,0,0,1689,0,0,2,0,3,1,1,7,0,0,3,1,2007.0,2,3,954,5,5,2,0,56,0,0,0,0,4,4,5,0,6,2007,3,5,248328
9,5,85.0,10625,1,1,3,3,0,4,0,14,2,2,0,6,7,6,1974,1974,1,1,10,10,1,81.0,2,4,1,1,2,1,2,885,3,168,0,1053,1,4,1,4,1173,0,0,1173,1,0,2,0,3,1,1,6,0,2,5,1,1974.0,2,2,528,5,5,2,0,120,0,0,0,0,4,2,5,0,1,2010,0,3,170000
0,5,107.0,13891,1,1,3,3,0,4,0,16,2,2,0,2,10,5,2006,2006,1,1,14,14,3,103.68526170798899,0,4,2,0,1,1,2,1386,6,0,690,2076,1,0,1,4,2076,0,0,2076,1,0,2,1,2,1,0,7,0,1,2,1,2006.0,0,3,850,5,5,2,216,229,0,0,0,0,4,4,5,0,9,2006,3,5,465000
6,5,70.04995836802665,11435,1,1,0,1,0,0,1,6,2,2,0,5,8,7,1929,1950,1,1,3,13,3,0.0,2,4,2,1,2,4,6,0,6,0,792,792,1,1,1,4,792,725,0,1517,0,0,1,0,3,1,1,7,0,2,2,5,1931.0,3,2,400,5,5,2,0,0,0,0,0,0,4,4,5,0,6,2006,0,4,230000
8,5,78.0,12090,1,1,3,3,0,4,0,14,2,2,0,7,6,7,1984,2003,3,1,14,14,1,74.0,2,4,1,1,2,4,6,0,6,0,585,585,1,0,1,4,1140,728,0,1868,0,0,3,1,3,1,2,7,0,1,5,3,1984.0,0,2,477,5,5,2,268,112,0,0,147,0,4,4,5,0,1,2007,0,0,178000
5,2,65.0,8125,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2005,2006,1,1,14,14,3,0.0,1,4,2,1,2,4,6,0,6,0,756,756,1,0,1,4,756,797,0,1553,0,0,2,1,3,1,1,6,0,0,3,1,2005.0,2,2,615,5,5,2,0,45,0,0,0,0,4,4,5,0,3,2006,3,5,186500
8,5,70.04995836802665,12328,1,1,0,3,0,4,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,1,335.0,2,4,1,2,2,0,2,539,6,0,473,1012,1,4,1,4,1034,0,0,1034,1,0,1,0,3,1,2,6,0,0,3,1,1976.0,3,3,888,5,5,2,0,0,0,0,0,0,4,4,5,0,5,2010,0,4,169900
7,7,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,4,6,5,1917,1950,1,1,0,0,3,0.0,2,4,0,1,2,4,5,319,6,0,416,735,4,1,0,4,1134,924,0,2058,0,0,1,1,3,1,2,8,0,1,2,5,1950.0,3,2,396,1,1,1,0,0,259,0,0,0,4,4,5,0,4,2008,0,4,129500
0,5,60.0,7200,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,1950,1,1,8,8,3,0.0,2,4,1,2,2,4,1,534,5,96,246,876,1,4,1,4,988,0,0,988,0,0,1,0,3,1,2,6,0,0,3,1,1950.0,3,1,276,5,5,2,0,80,0,0,0,0,4,4,5,0,5,2007,0,4,119000
0,5,93.0,11160,1,1,3,3,0,0,0,12,2,2,0,2,7,5,1968,1968,3,1,3,3,3,0.0,1,4,1,2,2,4,0,1065,6,0,1045,2110,1,0,1,4,2110,0,0,2110,1,0,2,1,3,1,0,8,0,2,5,1,1968.0,0,2,522,5,5,2,0,0,0,0,0,0,4,4,5,0,4,2010,0,4,244000
11,5,70.04995836802665,3136,1,1,0,3,0,0,0,16,2,2,4,2,7,5,2003,2003,1,1,14,16,4,163.0,1,4,2,1,2,4,6,0,6,0,1405,1405,1,0,1,4,1405,0,0,1405,0,0,2,0,2,1,1,6,0,1,2,1,2003.0,2,2,478,5,5,2,148,36,0,0,0,0,4,4,5,0,3,2006,0,4,171750
0,5,62.0,9858,1,1,3,3,0,4,0,11,2,2,0,2,5,6,1968,1968,1,1,6,6,3,0.0,2,4,1,2,2,4,1,510,6,0,354,864,1,4,1,4,874,0,0,874,1,0,1,0,3,1,2,5,0,0,3,1,1968.0,2,1,288,5,5,2,33,0,0,0,0,0,4,1,3,600,11,2009,0,4,130000
5,5,70.04995836802665,17542,1,1,0,3,0,4,0,24,2,2,0,5,7,7,1974,2003,1,1,15,15,3,0.0,1,4,1,2,2,1,3,125,0,1031,36,1192,1,4,1,4,1516,651,0,2167,1,0,2,1,3,1,1,9,0,2,2,1,1974.0,2,2,518,5,5,2,220,47,0,0,0,0,4,2,5,0,7,2007,0,4,294000
5,5,60.0,6931,1,1,3,3,0,4,0,7,2,2,0,5,7,5,2003,2004,1,1,14,14,4,92.0,1,4,2,1,2,4,6,0,6,0,746,746,1,0,1,4,760,896,0,1656,0,0,2,1,3,1,1,7,0,1,2,3,2003.0,0,2,397,5,5,2,178,128,0,0,0,0,4,4,5,0,7,2008,0,4,165400
4,7,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,6,6,1931,1950,1,1,15,15,3,0.0,2,4,0,2,3,4,3,425,6,0,459,884,1,4,1,0,959,408,0,1367,0,0,1,0,3,1,2,6,0,1,2,5,1978.0,3,1,560,5,5,2,0,0,0,0,120,0,4,4,5,0,11,2007,0,4,127500
0,5,91.0,14303,1,1,0,3,0,0,0,15,2,2,0,2,8,5,1994,1994,3,1,6,6,1,554.0,1,4,2,1,2,1,2,1314,6,0,672,1986,1,0,1,4,1987,0,0,1987,1,0,2,0,2,1,1,7,0,1,5,1,1994.0,0,2,691,5,5,2,262,36,0,0,0,0,4,4,5,0,8,2008,0,4,301500
1,5,56.0,4060,1,1,3,3,0,0,0,7,1,2,0,2,5,8,1922,1950,1,1,15,15,3,0.0,2,4,2,3,2,4,6,0,6,0,864,864,1,0,1,4,864,0,0,864,0,0,1,0,2,1,2,4,0,0,3,6,1978.0,1,0,0,3,3,2,0,96,0,0,0,0,4,4,5,0,7,2009,0,4,99900
8,5,59.0,9587,1,1,0,3,0,4,0,8,2,2,0,7,7,5,2005,2005,1,1,14,14,4,182.0,1,4,2,1,2,1,2,655,6,0,201,856,1,0,1,4,1166,0,0,1166,1,0,2,0,2,1,1,5,0,0,3,1,2005.0,0,2,400,5,5,2,212,0,0,0,0,0,4,4,5,0,7,2008,0,4,190000
0,5,65.0,9750,1,1,3,3,0,2,0,12,2,2,0,2,6,8,1969,1969,1,1,6,6,3,0.0,2,4,1,1,2,4,0,602,3,438,14,1054,1,2,1,4,1054,0,0,1054,1,0,1,1,3,1,2,6,0,0,3,1,1969.0,3,2,460,5,5,2,180,0,0,0,80,0,4,4,5,0,7,2008,0,4,151000
5,5,70.04995836802665,24682,1,1,2,3,0,1,0,8,6,2,0,5,6,5,1999,1999,1,1,14,14,3,0.0,2,4,2,1,2,4,6,0,6,0,841,841,1,0,1,4,892,783,0,1675,0,0,2,1,3,1,2,7,0,1,5,3,1999.0,0,2,502,5,5,2,0,103,0,0,0,0,4,4,5,0,6,2009,0,4,181000
0,5,80.0,9600,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1956,1956,3,1,8,8,3,0.0,2,4,1,2,2,4,5,504,6,0,546,1050,1,2,1,4,1050,0,0,1050,0,0,1,0,2,1,2,5,0,0,3,1,1956.0,3,1,338,5,5,2,0,0,0,0,0,0,4,4,5,0,6,2009,0,4,128900
4,5,70.04995836802665,11250,1,1,3,3,0,4,0,4,2,2,0,0,4,5,1957,1989,1,1,15,15,3,0.0,2,4,1,2,2,0,6,0,6,0,1104,1104,1,0,1,0,1104,684,0,1788,1,0,1,0,5,1,2,8,2,2,5,1,1957.0,3,1,304,5,5,2,120,0,0,0,0,0,4,4,5,0,11,2009,0,4,161500
6,5,60.0,13515,1,2,3,3,0,4,0,3,2,2,0,5,6,6,1919,1950,2,1,15,15,3,0.0,2,4,2,2,2,4,6,0,6,0,764,764,1,0,1,0,1060,764,0,1824,0,0,1,0,3,1,2,8,0,1,2,5,1940.0,3,2,520,5,5,0,0,0,126,0,0,0,4,0,5,0,7,2007,0,4,180500
11,4,34.0,4060,1,1,3,3,0,4,0,12,2,2,4,2,6,5,1998,1999,1,1,8,8,3,0.0,1,4,2,1,2,4,2,266,6,0,1139,1405,1,0,1,4,1337,0,0,1337,1,0,2,0,2,1,1,5,0,0,3,1,1998.0,0,2,511,5,5,2,144,68,0,0,0,0,4,4,5,0,8,2008,6,0,181000
13,2,35.0,3735,1,1,3,3,0,3,0,21,2,2,4,5,7,5,1999,1999,3,1,8,8,1,218.0,1,4,2,1,2,4,2,450,6,0,241,691,1,0,1,4,713,739,0,1452,1,0,2,1,3,1,1,6,0,0,3,5,1999.0,3,2,506,5,5,2,0,34,0,0,0,0,4,4,5,0,3,2006,0,4,183900
15,7,60.0,10120,1,1,0,0,0,4,0,17,1,2,1,4,7,4,1910,1950,3,1,15,15,3,0.0,3,4,1,2,2,4,6,0,6,0,925,925,1,4,0,1,964,925,0,1889,0,0,1,1,4,2,2,9,0,1,2,5,1960.0,3,1,308,5,5,0,0,0,264,0,0,0,4,2,5,0,1,2007,0,4,122000
0,5,89.0,13214,1,1,0,1,0,4,0,23,2,2,0,2,9,5,2008,2009,3,1,13,5,3,0.0,0,4,2,0,2,1,6,0,6,0,2002,2002,1,0,1,4,2018,0,0,2018,0,0,2,0,3,1,0,10,0,1,2,1,2009.0,0,3,746,5,5,2,144,76,0,0,0,0,4,4,5,0,5,2010,0,4,378500
4,5,70.04995836802665,14100,1,1,0,3,0,4,1,6,2,2,0,0,8,9,1935,1997,1,1,13,13,1,632.0,2,2,1,2,2,2,5,192,6,0,536,728,1,0,1,4,1968,1479,0,3447,0,0,3,1,4,1,1,11,0,2,2,3,1982.0,3,3,1014,5,5,2,314,12,0,0,0,0,4,1,5,0,5,2008,0,4,381000
4,5,78.0,11344,1,1,3,3,0,4,0,12,1,2,0,0,5,5,1958,1958,1,1,8,8,1,180.0,2,4,1,2,2,4,1,460,6,0,414,874,2,4,1,0,874,650,0,1524,0,0,1,1,3,1,2,7,0,0,3,1,1958.0,3,1,315,5,5,2,0,0,0,0,0,0,4,1,5,0,7,2007,0,4,144000
2,5,70.04995836802665,23595,1,1,3,2,0,4,2,4,2,2,0,2,7,6,1979,1979,5,6,10,10,3,0.0,1,4,2,1,2,1,2,1258,6,0,74,1332,1,4,1,4,1332,192,0,1524,2,0,0,1,0,1,1,4,0,1,5,1,1979.0,0,2,586,5,5,2,268,0,0,0,0,0,4,4,5,0,4,2010,0,4,260000
0,5,70.04995836802665,9156,1,1,0,3,0,4,0,14,4,2,0,2,6,7,1968,1968,3,1,3,3,3,0.0,2,4,1,2,2,4,6,0,6,0,1489,1489,1,2,1,4,1489,0,0,1489,0,0,2,0,3,1,1,7,0,1,2,1,1968.0,2,2,462,5,5,2,0,0,0,0,0,0,4,4,5,0,8,2009,0,4,185750
0,5,70.04995836802665,13526,1,1,0,3,0,1,0,19,2,2,0,2,5,6,1965,1965,3,1,6,10,1,114.0,2,4,1,2,2,4,1,560,3,375,0,935,1,4,1,4,935,0,0,935,1,0,1,0,3,1,2,5,0,0,3,1,1965.0,3,1,288,5,5,2,180,0,0,0,0,0,4,2,5,0,11,2006,0,4,137000
8,5,124.0,11512,1,1,0,3,0,0,0,7,2,2,0,7,6,7,1959,2006,1,1,10,10,1,84.0,2,4,1,2,2,0,0,719,6,0,300,1019,1,2,1,4,1357,0,0,1357,1,0,1,0,2,1,0,5,0,1,2,2,1959.0,2,1,312,5,5,2,0,0,0,0,163,0,4,0,5,0,5,2008,0,4,177000
4,5,53.0,5362,1,1,3,3,0,0,0,6,2,2,0,0,5,6,1910,2003,1,1,15,16,3,0.0,2,4,2,2,2,4,6,0,6,0,661,661,1,0,1,4,661,589,0,1250,0,0,2,0,3,1,2,8,0,1,2,5,1985.0,3,2,552,5,5,2,242,0,81,0,0,0,4,4,5,0,11,2007,0,4,139000
10,5,95.0,11345,1,1,3,3,0,0,0,12,1,2,2,5,5,5,1948,1950,1,4,0,0,4,567.0,2,4,1,2,2,4,5,220,6,0,708,928,1,2,1,0,928,992,0,1920,0,0,2,0,4,2,2,10,0,0,3,5,1948.0,3,2,400,5,1,2,0,0,0,0,0,0,4,4,5,0,7,2007,0,4,137000
5,5,70.04995836802665,12936,1,1,0,3,0,1,0,14,2,2,0,5,6,6,1972,1972,1,1,6,10,3,0.0,2,4,1,2,1,4,1,593,6,0,130,723,1,4,1,4,735,660,0,1395,0,1,1,1,3,1,2,6,0,1,5,1,1972.0,3,2,497,5,5,2,294,116,0,0,0,0,4,4,5,0,12,2009,0,4,162000
8,5,70.04995836802665,17871,1,1,0,3,0,1,0,14,2,2,0,7,6,5,1967,1976,1,1,6,6,1,359.0,2,4,1,1,2,0,0,528,6,0,1152,1680,1,1,1,4,1724,0,0,1724,1,0,1,1,3,1,2,7,0,1,2,1,1967.0,2,2,480,5,5,2,0,0,0,0,0,0,4,4,5,0,6,2009,0,4,197900
5,5,75.0,9473,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2002,2002,1,1,14,14,3,103.68526170798899,1,4,2,1,2,4,2,804,6,0,324,1128,1,0,1,4,1128,903,0,2031,1,0,2,1,3,1,1,7,0,1,2,1,2002.0,2,2,577,5,5,2,0,211,0,0,0,0,4,4,5,0,3,2008,0,4,237000
4,1,60.0,7500,1,1,3,3,0,4,0,9,2,2,0,0,4,4,1920,1950,1,1,8,8,3,0.0,2,2,1,2,2,4,6,0,6,0,698,698,1,4,1,0,698,430,0,1128,0,0,1,0,2,1,2,6,0,0,3,5,1980.0,2,2,528,5,5,2,30,0,164,0,0,0,4,4,5,0,4,2010,6,0,68400
0,5,67.0,9808,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,14,14,1,110.0,1,4,2,1,2,4,2,788,6,0,785,1573,1,0,1,4,1573,0,0,1573,1,0,2,0,3,1,1,6,0,0,3,1,2002.0,2,2,544,5,5,2,0,72,0,0,0,0,4,4,5,0,3,2009,0,4,227000
